LANGUAGE	LLM	GUIDELINES	EXAMPLES	UD	WORD_ACCURACY	BOUNDARY_PRECISION	BOUNDARY_RECALL	BOUNDARY_F1	PRESENT
results_3/ces	claude	guidelines-dummy	0	0	0.24666666666666667	0	0.0	0	0
results_3/ces	claude	guidelines-dummy	50	0	0.6133333333333333	0.8660287081339713	0.7903930131004366	0.8264840182648402	150
results_3/ces	claude	guidelines-dummy	0	1	0.47333333333333333	0.8888888888888888	0.5589519650655022	0.6863270777479892	150
results_3/ces	claude	guidelines-dummy	50	1	0.6333333333333333	0.9067357512953368	0.7641921397379913	0.8293838862559242	150
results_3/ces	claude	guidelines-no-examples	0	0	0.49333333333333335	0.8862275449101796	0.6462882096069869	0.7474747474747473	150
results_3/ces	claude	guidelines-no-examples	50	0	0.6	0.8787878787878788	0.759825327510917	0.8149882903981266	150
results_3/ces	claude	guidelines-no-examples	0	1	0.5	0.9006622516556292	0.5938864628820961	0.7157894736842106	150
results_3/ces	claude	guidelines-no-examples	50	1	0.5733333333333334	0.9055555555555556	0.7117903930131004	0.7970660146699267	150
results_3/ces	claude	guidelines	0	0	0.6	0.7959183673469388	0.851528384279476	0.8227848101265821	150
results_3/ces	claude	guidelines	50	0	0.6333333333333333	0.8590909090909091	0.8253275109170306	0.8418708240534521	150
results_3/ces	claude	guidelines	0	1	0.6	0.8936170212765957	0.7336244541484717	0.8057553956834532	150
results_3/ces	claude	guidelines	50	1	0.6466666666666666	0.893719806763285	0.8078602620087336	0.8486238532110092	150
results_3/ces	gpt5	guidelines-dummy	0	0	0.5533333333333333	0.7931034482758621	0.8034934497816594	0.7982646420824295	150
results_3/ces	gpt5	guidelines-dummy	50	0	0.5733333333333334	0.820627802690583	0.7991266375545851	0.8097345132743363	150
results_3/ces	gpt5	guidelines-dummy	0	1	0.5533333333333333	0.7622950819672131	0.8122270742358079	0.7864693446088794	150
results_3/ces	gpt5	guidelines-dummy	50	1	0.5066666666666667	0.7061068702290076	0.8078602620087336	0.7535641547861507	150
results_3/ces	gpt5	guidelines-no-examples	0	0	0.5333333333333333	0.7805907172995781	0.8078602620087336	0.7939914163090129	150
results_3/ces	gpt5	guidelines-no-examples	50	0	0.5933333333333334	0.8673469387755102	0.74235807860262	0.8	150
results_3/ces	gpt5	guidelines-no-examples	0	1	0.5266666666666666	0.8757763975155279	0.6157205240174672	0.7230769230769231	150
results_3/ces	gpt5	guidelines-no-examples	50	1	0.5333333333333333	0.7818181818181819	0.7510917030567685	0.7661469933184857	150
results_3/ces	gpt5	guidelines	0	0	0.62	0.8725490196078431	0.777292576419214	0.8221709006928407	150
results_3/ces	gpt5	guidelines	50	0	0.5933333333333334	0.8457943925233645	0.7903930131004366	0.8171557562076749	150
results_3/ces	gpt5	guidelines	0	1	0.5866666666666667	0.865	0.7554585152838428	0.8065268065268065	150
results_3/ces	gpt5	guidelines	50	1	0.5933333333333334	0.8135593220338984	0.8384279475982532	0.8258064516129032	150
results_3/ces	llama	guidelines-dummy	0	0	0.24	0.6153846153846154	0.034934497816593885	0.06611570247933884	150
results_3/ces	llama	guidelines-dummy	50	0	0.30666666666666664	0.8636363636363636	0.16593886462882096	0.2783882783882784	150
results_3/ces	llama	guidelines-dummy	0	1	0.32666666666666666	0.7534246575342466	0.24017467248908297	0.36423841059602646	150
results_3/ces	llama	guidelines-dummy	50	1	0.38	0.9090909090909091	0.2183406113537118	0.35211267605633806	150
results_3/ces	llama	guidelines-no-examples	0	0	0.18	0.4342857142857143	0.3318777292576419	0.37623762376237624	150
results_3/ces	llama	guidelines-no-examples	50	0	0.30666666666666664	0.84	0.18340611353711792	0.3010752688172043	150
results_3/ces	llama	guidelines-no-examples	0	1	0.14666666666666667	0.43137254901960786	0.38427947598253276	0.4064665127020785	150
results_3/ces	llama	guidelines-no-examples	50	1	0.3466666666666667	0.9148936170212766	0.18777292576419213	0.3115942028985507	150
results_3/ces	llama	guidelines	0	0	0.31333333333333335	0.689922480620155	0.388646288209607	0.4972067039106145	150
results_3/ces	llama	guidelines	50	0	0.34	0.7153846153846154	0.40611353711790393	0.5181058495821727	150
results_3/ces	llama	guidelines	0	1	0.30666666666666664	0.7659574468085106	0.1572052401746725	0.2608695652173913	150
results_3/ces	llama	guidelines	50	1	0.32666666666666666	0.7565217391304347	0.3799126637554585	0.5058139534883721	150
results_3/ces	mistral	guidelines-dummy	0	0	0.58	0.9111111111111111	0.7161572052401747	0.8019559902200489	150
results_3/ces	mistral	guidelines-dummy	50	0	0.5733333333333334	0.8814432989690721	0.7467248908296943	0.8085106382978723	150
results_3/ces	mistral	guidelines-dummy	0	1	0.5666666666666667	0.9017341040462428	0.6812227074235808	0.7761194029850746	150
results_3/ces	mistral	guidelines-dummy	50	1	0.5533333333333333	0.8636363636363636	0.7467248908296943	0.8009367681498829	150
results_3/ces	mistral	guidelines-no-examples	0	0	0.56	0.9	0.7074235807860262	0.7921760391198044	150
results_3/ces	mistral	guidelines-no-examples	50	0	0.5933333333333334	0.9120879120879121	0.7248908296943232	0.8077858880778589	150
results_3/ces	mistral	guidelines-no-examples	0	1	0.56	0.9395973154362416	0.611353711790393	0.7407407407407407	150
results_3/ces	mistral	guidelines-no-examples	50	1	0.5866666666666667	0.9050279329608939	0.7074235807860262	0.7941176470588235	150
results_3/ces	mistral	guidelines	0	0	0.5866666666666667	0.8789473684210526	0.7292576419213974	0.7971360381861575	150
results_3/ces	mistral	guidelines	50	0	0.6	0.8958333333333334	0.7510917030567685	0.8171021377672208	150
results_3/ces	mistral	guidelines	0	1	0.24666666666666667	0	0.0	0	0
results_3/ces	mistral	guidelines	50	1	0.5666666666666667	0.8835978835978836	0.7292576419213974	0.7990430622009569	150
results_3/ces	qwen	guidelines-dummy	0	0	0.3466666666666667	0.7634408602150538	0.31004366812227074	0.4409937888198758	150
results_3/ces	qwen	guidelines-dummy	50	0	0.44666666666666666	0.84375	0.3537117903930131	0.4984615384615384	150
results_3/ces	qwen	guidelines-dummy	0	1	0.02	0.3285302593659942	0.9956331877729258	0.4940411700975081	150
results_3/ces	qwen	guidelines-dummy	50	1	0.4066666666666667	0.8414634146341463	0.30131004366812225	0.44372990353697744	150
results_3/ces	qwen	guidelines-no-examples	0	0	0.44	0.8672566371681416	0.4279475982532751	0.5730994152046784	150
results_3/ces	qwen	guidelines-no-examples	50	0	0.4	0.8389830508474576	0.43231441048034935	0.5706051873198847	150
results_3/ces	qwen	guidelines-no-examples	0	1	0.41333333333333333	0.8640776699029126	0.388646288209607	0.536144578313253	150
results_3/ces	qwen	guidelines-no-examples	50	1	0.44666666666666666	0.8495575221238938	0.4192139737991266	0.5614035087719297	150
results_3/ces	qwen	guidelines	0	0	0.4	0.8529411764705882	0.3799126637554585	0.525679758308157	150
results_3/ces	qwen	guidelines	50	0	0.4066666666666667	0.8446601941747572	0.3799126637554585	0.5240963855421686	150
results_3/ces	qwen	guidelines	0	1	0.4666666666666667	0.9381443298969072	0.39737991266375544	0.558282208588957	150
results_3/ces	qwen	guidelines	50	1	0.4266666666666667	0.926829268292683	0.3318777292576419	0.4887459807073955	150
results_3/deu	claude	guidelines-dummy	0	0	0.5466666666666666	0.9485294117647058	0.5972222222222222	0.7329545454545454	150
results_3/deu	claude	guidelines-dummy	50	0	0.5933333333333334	0.9645390070921985	0.6296296296296297	0.761904761904762	150
results_3/deu	claude	guidelines-dummy	0	1	0.58	0.9640287769784173	0.6203703703703703	0.7549295774647886	150
results_3/deu	claude	guidelines-dummy	50	1	0.6	0.9726027397260274	0.6574074074074074	0.7845303867403315	150
results_3/deu	claude	guidelines-no-examples	0	0	0.6066666666666667	0.9647887323943662	0.6342592592592593	0.7653631284916201	150
results_3/deu	claude	guidelines-no-examples	50	0	0.6133333333333333	0.9727891156462585	0.6620370370370371	0.7878787878787878	150
results_3/deu	claude	guidelines-no-examples	0	1	0.6066666666666667	0.9795918367346939	0.6666666666666666	0.793388429752066	150
results_3/deu	claude	guidelines-no-examples	50	1	0.6	0.9791666666666666	0.6527777777777778	0.7833333333333333	150
results_3/deu	claude	guidelines	0	0	0.6133333333333333	0.9802631578947368	0.6898148148148148	0.8097826086956521	150
results_3/deu	claude	guidelines	50	0	0.6133333333333333	0.974025974025974	0.6944444444444444	0.8108108108108107	150
results_3/deu	claude	guidelines	0	1	0.5933333333333334	0.9426751592356688	0.6851851851851852	0.7935656836461126	150
results_3/deu	claude	guidelines	50	1	0.5933333333333334	0.9671052631578947	0.6805555555555556	0.7989130434782609	150
results_3/deu	gpt5	guidelines-dummy	0	0	0.58	0.934640522875817	0.6620370370370371	0.7750677506775069	150
results_3/deu	gpt5	guidelines-dummy	50	0	0.62	0.9363057324840764	0.6805555555555556	0.7882037533512065	150
results_3/deu	gpt5	guidelines-dummy	0	1	0.54	0.9097222222222222	0.6064814814814815	0.7277777777777779	150
results_3/deu	gpt5	guidelines-dummy	50	1	0.6	0.9367088607594937	0.6851851851851852	0.7914438502673797	150
results_3/deu	gpt5	guidelines-no-examples	0	0	0.54	0.9606299212598425	0.5648148148148148	0.7113702623906705	150
results_3/deu	gpt5	guidelines-no-examples	50	0	0.5466666666666666	0.9194630872483222	0.6342592592592593	0.7506849315068495	150
results_3/deu	gpt5	guidelines-no-examples	0	1	0.56	0.9444444444444444	0.6296296296296297	0.7555555555555556	150
results_3/deu	gpt5	guidelines-no-examples	50	1	0.5733333333333334	0.9294871794871795	0.6712962962962963	0.7795698924731184	150
results_3/deu	gpt5	guidelines	0	0	0.5666666666666667	0.9466666666666667	0.6574074074074074	0.7759562841530054	150
results_3/deu	gpt5	guidelines	50	0	0.5933333333333334	0.9240506329113924	0.6759259259259259	0.7807486631016043	150
results_3/deu	gpt5	guidelines	0	1	0.5333333333333333	0.9621212121212122	0.5879629629629629	0.7298850574712643	150
results_3/deu	gpt5	guidelines	50	1	0.5733333333333334	0.9032258064516129	0.6481481481481481	0.7547169811320755	150
results_3/deu	llama	guidelines-dummy	0	0	0.5	0.8896551724137931	0.5972222222222222	0.7146814404432132	150
results_3/deu	llama	guidelines-dummy	50	0	0.41333333333333333	0.7083333333333334	0.5509259259259259	0.6197916666666667	150
results_3/deu	llama	guidelines-dummy	0	1	0.3	0.9016393442622951	0.25462962962962965	0.39711191335740076	150
results_3/deu	llama	guidelines-dummy	50	1	0.46	0.810126582278481	0.5925925925925926	0.6844919786096257	150
results_3/deu	llama	guidelines-no-examples	0	0	0.36	0.9354838709677419	0.26851851851851855	0.4172661870503597	150
results_3/deu	llama	guidelines-no-examples	50	0	0.43333333333333335	0.8066666666666666	0.5601851851851852	0.6612021857923498	150
results_3/deu	llama	guidelines-no-examples	0	1	0.49333333333333335	0.9105691056910569	0.5185185185185185	0.6607669616519174	150
results_3/deu	llama	guidelines-no-examples	50	1	0.35333333333333333	0.684931506849315	0.46296296296296297	0.5524861878453039	150
results_3/deu	llama	guidelines	0	0	0.29333333333333333	0.5266272189349113	0.41203703703703703	0.4623376623376624	150
results_3/deu	llama	guidelines	50	0	0.30666666666666664	0.5329341317365269	0.41203703703703703	0.46475195822454307	150
results_3/deu	llama	guidelines	0	1	0.24666666666666667	0.9555555555555556	0.19907407407407407	0.32950191570881227	150
results_3/deu	llama	guidelines	50	1	0.28	0.5180722891566265	0.39814814814814814	0.4502617801047121	150
results_3/deu	mistral	guidelines-dummy	0	0	0.58	0.9135802469135802	0.6851851851851852	0.7830687830687831	150
results_3/deu	mistral	guidelines-dummy	50	0	0.5066666666666667	0.9657534246575342	0.6527777777777778	0.7790055248618785	150
results_3/deu	mistral	guidelines-dummy	0	1	0.5133333333333333	0.9178082191780822	0.6203703703703703	0.7403314917127072	150
results_3/deu	mistral	guidelines-dummy	50	1	0.5733333333333334	0.9337748344370861	0.6527777777777778	0.7683923705722071	150
results_3/deu	mistral	guidelines-no-examples	0	0	0.5533333333333333	0.958904109589041	0.6481481481481481	0.7734806629834253	150
results_3/deu	mistral	guidelines-no-examples	50	0	0.5266666666666666	0.9574468085106383	0.625	0.7563025210084033	150
results_3/deu	mistral	guidelines-no-examples	0	1	0.5533333333333333	0.9776119402985075	0.6064814814814815	0.7485714285714287	150
results_3/deu	mistral	guidelines-no-examples	50	1	0.5933333333333334	0.9662162162162162	0.6620370370370371	0.7857142857142856	150
results_3/deu	mistral	guidelines	0	0	0.5466666666666666	0.9586206896551724	0.6435185185185185	0.7700831024930749	150
results_3/deu	mistral	guidelines	50	0	0.5533333333333333	0.9294871794871795	0.6712962962962963	0.7795698924731184	150
results_3/deu	mistral	guidelines	0	1	0.5733333333333334	0.9652777777777778	0.6435185185185185	0.7722222222222223	150
results_3/deu	mistral	guidelines	50	1	0.5333333333333333	0.9324324324324325	0.6388888888888888	0.7582417582417582	150
results_3/deu	qwen	guidelines-dummy	0	0	0.43333333333333335	0.925	0.5138888888888888	0.6607142857142857	150
results_3/deu	qwen	guidelines-dummy	50	0	0.47333333333333333	0.8805970149253731	0.5462962962962963	0.6742857142857143	150
results_3/deu	qwen	guidelines-dummy	0	1	0.26	0.7088607594936709	0.25925925925925924	0.3796610169491525	150
results_3/deu	qwen	guidelines-dummy	50	1	0.36666666666666664	0.9036144578313253	0.3472222222222222	0.5016722408026756	150
results_3/deu	qwen	guidelines-no-examples	0	0	0.36666666666666664	0.9444444444444444	0.39351851851851855	0.5555555555555556	150
results_3/deu	qwen	guidelines-no-examples	50	0	0.3933333333333333	0.897196261682243	0.4444444444444444	0.5944272445820434	150
results_3/deu	qwen	guidelines-no-examples	0	1	0.28	0.5357142857142857	0.4166666666666667	0.46875000000000006	150
results_3/deu	qwen	guidelines-no-examples	50	1	0.34	0.8602150537634409	0.37037037037037035	0.517799352750809	150
results_3/deu	qwen	guidelines	0	0	0.4066666666666667	0.8016528925619835	0.44907407407407407	0.5756676557863502	150
results_3/deu	qwen	guidelines	50	0	0.24666666666666667	0.9090909090909091	0.046296296296296294	0.08810572687224669	150
results_3/deu	qwen	guidelines	0	1	0.41333333333333333	0.8979591836734694	0.4074074074074074	0.5605095541401274	150
results_3/deu	qwen	guidelines	50	1	0.4266666666666667	0.9134615384615384	0.4398148148148148	0.59375	150
results_3/ell	claude	guidelines-dummy	0	0	0.5	0.6785714285714286	0.7562189054726368	0.7152941176470589	150
results_3/ell	claude	guidelines-dummy	50	0	0.52	0.694980694980695	0.8955223880597015	0.782608695652174	150
results_3/ell	claude	guidelines-dummy	0	1	0.48	0.6968085106382979	0.6517412935323383	0.673521850899743	150
results_3/ell	claude	guidelines-dummy	50	1	0.6066666666666667	0.7521008403361344	0.8905472636815921	0.8154897494305239	150
results_3/ell	claude	guidelines-no-examples	0	0	0.54	0.7184466019417476	0.736318407960199	0.7272727272727273	150
results_3/ell	claude	guidelines-no-examples	50	0	0.6	0.7489539748953975	0.8905472636815921	0.8136363636363637	150
results_3/ell	claude	guidelines-no-examples	0	1	0.42	0.6694915254237288	0.39303482587064675	0.49529780564263326	150
results_3/ell	claude	guidelines-no-examples	50	1	0.5733333333333334	0.7638888888888888	0.8208955223880597	0.7913669064748201	150
results_3/ell	claude	guidelines	0	0	0.35333333333333333	0.7323232323232324	0.7213930348258707	0.7268170426065164	150
results_3/ell	claude	guidelines	50	0	0.5866666666666667	0.7261904761904762	0.9104477611940298	0.8079470198675497	150
results_3/ell	claude	guidelines	0	1	0.4666666666666667	0.6878306878306878	0.6467661691542289	0.6666666666666666	150
results_3/ell	claude	guidelines	50	1	0.5933333333333334	0.7427385892116183	0.8905472636815921	0.8099547511312217	150
results_3/ell	gpt5	guidelines-dummy	0	0	0.22	0.4764705882352941	0.40298507462686567	0.4366576819407008	150
results_3/ell	gpt5	guidelines-dummy	50	0	0.32	0.5737179487179487	0.8905472636815921	0.6978557504873295	150
results_3/ell	gpt5	guidelines-dummy	0	1	0.30666666666666664	0.54375	0.43283582089552236	0.48199445983379496	150
results_3/ell	gpt5	guidelines-dummy	50	1	0.26	0.5347826086956522	0.6119402985074627	0.5707656612529002	150
results_3/ell	gpt5	guidelines-no-examples	0	0	0.25333333333333335	0.4606741573033708	0.4079601990049751	0.43271767810026385	150
results_3/ell	gpt5	guidelines-no-examples	50	0	0.3466666666666667	0.5793103448275863	0.417910447761194	0.48554913294797686	150
results_3/ell	gpt5	guidelines-no-examples	0	1	0.38666666666666666	0.6048387096774194	0.373134328358209	0.46153846153846156	150
results_3/ell	gpt5	guidelines-no-examples	50	1	0.3333333333333333	0.5900900900900901	0.6517412935323383	0.6193853427895981	150
results_3/ell	gpt5	guidelines	0	0	0.29333333333333333	0.5351351351351351	0.4925373134328358	0.5129533678756477	150
results_3/ell	gpt5	guidelines	50	0	0.4066666666666667	0.6370370370370371	0.42786069651741293	0.5119047619047619	150
results_3/ell	gpt5	guidelines	0	1	0.36	0.5683453237410072	0.39303482587064675	0.46470588235294114	150
results_3/ell	gpt5	guidelines	50	1	0.29333333333333333	0.5540983606557377	0.8407960199004975	0.6679841897233201	150
results_3/ell	llama	guidelines-dummy	0	0	0.08	0.2297979797979798	0.4527363184079602	0.304857621440536	150
results_3/ell	llama	guidelines-dummy	50	0	0.10666666666666667	0.33643122676579923	0.900497512437811	0.48985115020297704	150
results_3/ell	llama	guidelines-dummy	0	1	0.10666666666666667	0.22832369942196531	0.39303482587064675	0.28884826325411334	149
results_3/ell	llama	guidelines-dummy	50	1	0.07333333333333333	0.3087121212121212	0.8109452736318408	0.4471879286694101	150
results_3/ell	llama	guidelines-no-examples	0	0	0.19333333333333333	0.42857142857142855	0.029850746268656716	0.0558139534883721	150
results_3/ell	llama	guidelines-no-examples	50	0	0.04666666666666667	0.23172242874845106	0.9303482587064676	0.37103174603174605	150
results_3/ell	llama	guidelines-no-examples	0	1	0.0	0.226890756302521	0.40298507462686567	0.2903225806451613	150
results_3/ell	llama	guidelines-no-examples	50	1	0.2	0.3755656108597285	0.8258706467661692	0.5163297045101088	150
results_3/ell	llama	guidelines	0	0	1.0	1.0	1.0	1.0	150
results_3/ell	llama	guidelines	50	0	0.19333333333333333	0.3333333333333333	0.004975124378109453	0.00980392156862745	150
results_3/ell	llama	guidelines	0	1	0.0	0.35687732342007433	0.47761194029850745	0.4085106382978723	150
results_3/ell	llama	guidelines	50	1	0.19333333333333333	0.3333333333333333	0.009950248756218905	0.01932367149758454	149
results_3/ell	mistral	guidelines-dummy	0	0	0.3	0.3813953488372093	0.4079601990049751	0.3942307692307693	150
results_3/ell	mistral	guidelines-dummy	50	0	0.3333333333333333	0.567398119122257	0.900497512437811	0.696153846153846	150
results_3/ell	mistral	guidelines-dummy	0	1	0.2733333333333333	0.5443786982248521	0.9154228855721394	0.6827458256029686	150
results_3/ell	mistral	guidelines-dummy	50	1	0.18666666666666668	0	0.0	0	0
results_3/ell	mistral	guidelines-no-examples	0	0	0.4266666666666667	0.6956521739130435	0.5572139303482587	0.6187845303867402	150
results_3/ell	mistral	guidelines-no-examples	50	0	0.48	0.616	0.7661691542288557	0.6829268292682926	150
results_3/ell	mistral	guidelines-no-examples	0	1	0.18666666666666668	0	0.0	0	0
results_3/ell	mistral	guidelines-no-examples	50	1	0.4533333333333333	0.6265560165975104	0.7512437810945274	0.6832579185520362	150
results_3/ell	mistral	guidelines	0	0	0.38666666666666666	0.5979381443298969	0.8656716417910447	0.7073170731707318	150
results_3/ell	mistral	guidelines	50	0	0.41333333333333333	0.5919732441471572	0.8805970149253731	0.7080000000000001	150
results_3/ell	mistral	guidelines	0	1	0.18666666666666668	0	0.0	0	0
results_3/ell	mistral	guidelines	50	1	0.43333333333333335	0.5958904109589042	0.8656716417910447	0.7058823529411764	150
results_3/ell	qwen	guidelines-dummy	0	0	0.4066666666666667	0.7025316455696202	0.5522388059701493	0.6183844011142061	150
results_3/ell	qwen	guidelines-dummy	50	0	0.29333333333333333	0.5664335664335665	0.40298507462686567	0.47093023255813954	149
results_3/ell	qwen	guidelines-dummy	0	1	0.36	0.6124031007751938	0.39303482587064675	0.4787878787878787	150
results_3/ell	qwen	guidelines-dummy	50	1	0.5	0.8888888888888888	0.5174129353233831	0.6540880503144655	150
results_3/ell	qwen	guidelines-no-examples	0	0	0.2866666666666667	0.55	0.38308457711442784	0.4516129032258065	150
results_3/ell	qwen	guidelines-no-examples	50	0	0.2866666666666667	0.7980769230769231	0.4129353233830846	0.5442622950819672	150
results_3/ell	qwen	guidelines-no-examples	0	1	0.006666666666666667	0.21344717182497333	0.9950248756218906	0.351493848857645	150
results_3/ell	qwen	guidelines-no-examples	50	1	0.35333333333333333	0.7209302325581395	0.30845771144278605	0.43205574912891986	150
results_3/ell	qwen	guidelines	0	0	0.3333333333333333	0.7377049180327869	0.44776119402985076	0.5572755417956656	150
results_3/ell	qwen	guidelines	50	0	0.37333333333333335	0.794392523364486	0.4228855721393035	0.551948051948052	150
results_3/ell	qwen	guidelines	0	1	0.18666666666666668	0	0.0	0	0
results_3/ell	qwen	guidelines	50	1	0.32	0.6333333333333333	0.2835820895522388	0.3917525773195876	150
results_3/eng	claude	guidelines-dummy	0	0	0.8333333333333334	0.76	0.6031746031746031	0.672566371681416	150
results_3/eng	claude	guidelines-dummy	50	0	0.8266666666666667	0.8	0.6984126984126984	0.7457627118644068	150
results_3/eng	claude	guidelines-dummy	0	1	0.8066666666666666	0.7647058823529411	0.6190476190476191	0.6842105263157895	150
results_3/eng	claude	guidelines-dummy	50	1	0.7666666666666667	0.7222222222222222	0.6190476190476191	0.6666666666666666	150
results_3/eng	claude	guidelines-no-examples	0	0	0.8733333333333333	0.8888888888888888	0.7619047619047619	0.8205128205128205	150
results_3/eng	claude	guidelines-no-examples	50	0	0.8466666666666667	0.82	0.6507936507936508	0.7256637168141592	150
results_3/eng	claude	guidelines-no-examples	0	1	0.8333333333333334	0.88	0.6984126984126984	0.7787610619469026	150
results_3/eng	claude	guidelines-no-examples	50	1	0.8266666666666667	0.82	0.6507936507936508	0.7256637168141592	150
results_3/eng	claude	guidelines	0	0	0.8733333333333333	0.7857142857142857	0.873015873015873	0.8270676691729324	150
results_3/eng	claude	guidelines	50	0	0.86	0.782608695652174	0.8571428571428571	0.8181818181818182	150
results_3/eng	claude	guidelines	0	1	0.8666666666666667	0.8307692307692308	0.8571428571428571	0.84375	150
